<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.05.11	07:00:00	3850.24500	3913.11000	3829.06700	3903.29200	3406	0	383800
2021.05.11	08:00:00	3903.39200	3933.49300	3836.25900	3871.12500	3395	0	385000
2021.05.11	09:00:00	3874.03900	3960.12400	3867.52800	3941.58800	5286	0	387600
2021.05.11	10:00:00	3941.68800	3963.77100	3914.45800	3958.12500	5542	0	392300
2021.05.11	11:00:00	3957.97500	3967.81800	3898.86900	3915.75700	5294	0	390800
2021.05.11	12:00:00	3916.10600	4016.48300	3913.30800	4010.48500	4250	0	392100
2021.05.11	13:00:00	4010.48500	4073.92200	3999.29600	4033.36200	2788	0	401100
2021.05.11	14:00:00	4033.36200	4062.64700	3955.34000	3963.83200	2395	0	403500
2021.05.11	15:00:00	3963.93200	3974.62100	3901.39400	3962.73300	3706	0	392100
2021.05.11	16:00:00	3962.73300	3982.61300	3891.10500	3974.16400	4017	0	390100
2021.05.11	17:00:00	3974.16400	4002.69200	3939.55600	3974.72100	3822	0	395100
2021.05.11	18:00:00	3974.72100	4030.06500	3958.73700	4015.78000	3571	0	429200
2021.05.11	19:00:00	4015.78000	4063.43200	3979.12600	4005.99000	4783	0	431600
2021.05.11	20:00:00	4005.99000	4045.75000	3997.59800	4030.06500	3732	0	595700
2021.05.11	21:00:00	4030.06500	4086.48900	4023.47200	4049.04600	4298	0	470300
2021.05.11	22:00:00	4049.04600	4068.92700	4025.27000	4061.33400	3339	0	720000
2021.05.11	23:00:00	4061.43400	4128.36700	4037.05800	4128.36700	3727	0	768700
2021.05.12	00:00:00	4128.36700	4145.55000	4077.11800	4116.17900	2890	0	445000
2021.05.12	01:00:00	4116.37900	4135.56000	4089.80600	4122.97200	2508	0	411300
2021.05.12	02:00:00	4123.77200	4175.86200	4118.67700	4170.61700	2570	0	15400
2021.05.12	03:00:00	4170.61700	4193.70200	4145.55000	4189.90500	2905	0	416000
2021.05.12	04:00:00	4189.90500	4192.00300	4145.05000	4171.51500	2022	0	415900
2021.05.12	05:00:00	4171.51500	4264.03100	4154.53900	4263.13200	2698	0	417200
2021.05.12	06:00:00	4263.23200	4347.94700	4242.75300	4329.96500	3632	0	426000
2021.05.12	07:00:00	4329.96500	4343.75100	4272.22300	4295.20000	2346	0	429200
2021.05.12	08:00:00	4295.20000	4331.06400	4292.70300	4317.07800	2944	0	430700
2021.05.12	09:00:00	4317.07800	4356.73800	4272.82200	4283.15600	2053	0	1500
2021.05.12	10:00:00	4283.25600	4324.37100	4275.57300	4300.29500	1455	0	428900
2021.05.12	11:00:00	4300.29500	4311.08400	4245.15000	4303.55200	2656	0	426200
2021.05.12	12:00:00	4304.24100	4314.60100	4276.71900	4279.41600	1515	0	431600
2021.05.12	13:00:00	4279.41600	4288.00700	4214.78100	4229.06600	2219	0	424000
2021.05.12	14:00:00	4229.06600	4279.11600	4223.77200	4272.72300	1900	0	425700
2021.05.12	15:00:00	4272.72300	4308.58700	4248.94600	4284.91000	2498	0	427900
2021.05.12	16:00:00	4284.91000	4302.79200	4228.56700	4302.79200	2575	0	430500
2021.05.12	17:00:00	4302.79200	4360.53500	4279.11600	4308.18700	3191	0	594400
2021.05.12	18:00:00	4308.18700	4308.18700	4148.37300	4183.09200	4273	0	415500
2021.05.12	19:00:00	4183.09200	4210.67500	4062.93300	4140.79500	4428	0	407600
2021.05.12	20:00:00	4141.59400	4185.22000	4101.05700	4137.55800	4718	0	416100
2021.05.12	21:00:00	4137.55800	4162.53300	3956.73900	4005.99000	5948	0	399200
2021.05.12	22:00:00	4006.38900	4081.61400	3931.46400	4079.31600	6365	0	395600
2021.05.12	23:00:00	4077.01000	4101.19400	4026.42200	4091.70400	5479	0	453900
2021.05.13	00:00:00	4092.60300	4129.96500	4070.02500	4116.47900	2627	0	412700
2021.05.13	01:00:00	4116.47900	4232.06300	3958.34700	4219.57600	6465	0	5900
2021.05.13	02:00:00	4219.57600	4225.77000	3729.16700	3818.34700	6331	0	377700
2021.05.13	03:00:00	3818.34700	3968.64700	3500.76500	3893.51500	6214	0	355400
2021.05.13	04:00:00	3893.81400	3995.99000	3887.32900	3995.99000	3861	0	392800
2021.05.13	05:00:00	3995.99000	4030.36500	3958.39700	3979.59600	3648	0	398800
2021.05.13	06:00:00	3979.59600	3979.59600	3857.45800	3940.46500	5031	0	389600
2021.05.13	07:00:00	3940.02600	3976.01000	3882.04400	3899.34600	3960	0	397900
2021.05.13	08:00:00	3897.50600	4010.79500	3897.50600	3982.11300	3461	0	395100
2021.05.13	09:00:00	3982.11300	4020.26500	3964.17100	4012.95300	3157	0	401900
2021.05.13	10:00:00	4012.52300	4018.48700	3939.71300	3961.63400	2408	0	400500
2021.05.13	11:00:00	3961.63400	3978.31700	3817.18300	3827.06900	3921	0	384500
2021.05.13	12:00:00	3827.16900	3863.83200	3668.91000	3721.89300	4766	0	367800
2021.05.13	13:00:00	3721.89300	3820.02600	3596.40000	3637.16900	4483	0	371000
2021.05.13	14:00:00	3634.93100	3756.61700	3594.75100	3736.76100	5381	0	364700
2021.05.13	15:00:00	3736.96000	3821.37400	3697.94600	3800.52000	5188	0	518400
2021.05.13	16:00:00	3800.71900	3858.39200	3747.83600	3850.60900	4523	0	606200
2021.05.13	17:00:00	3850.70900	3891.32000	3835.74200	3844.62300	4621	0	443000
2021.05.13	18:00:00	3844.62300	3852.50500	3725.28600	3745.84000	4230	0	380700
2021.05.13	19:00:00	3745.84000	3867.27300	3673.00100	3692.60300	5465	0	373500
2021.05.13	20:00:00	3692.60300	3714.78100	3547.17900	3696.30000	7292	0	355700
2021.05.13	21:00:00	3697.29700	3733.58500	3571.22500	3581.20300	6879	0	369900
2021.05.13	22:00:00	3581.20300	3710.15500	3581.20300	3644.30200	5784	0	411900
2021.05.13	23:00:00	3644.30200	3732.38300	3606.85900	3711.51400	4607	0	369900
2021.05.14	00:00:00	3712.32300	3778.26900	3686.97000	3749.26600	3233	0	450100
2021.05.14	01:00:00	3749.13300	3772.81300	3658.63700	3658.63700	3460	0	550100
2021.05.14	02:00:00	3658.63700	3733.68200	3607.04700	3714.41000	4071	0	367900
2021.05.14	03:00:00	3714.41000	3837.75800	3689.26500	3815.59000	4296	0	422400
2021.05.14	04:00:00	3816.28500	3897.09900	3800.91500	3863.39200	3487	0	386100
2021.05.14	05:00:00	3863.40200	3873.07300	3781.56200	3784.37100	3579	0	379500
2021.05.14	06:00:00	3784.37100	3830.47500	3766.85900	3785.80000	3319	0	378200
2021.05.14	07:00:00	3787.10900	3814.56100	3751.41400	3791.96400	3215	0	498600
2021.05.14	08:00:00	3791.96400	3852.47300	3772.78100	3842.63300	3395	0	576600
2021.05.14	09:00:00	3842.63300	3857.25800	3778.77700	3806.28900	3107	0	384800
2021.05.14	10:00:00	3806.28900	3884.63400	3805.70800	3878.64800	3074	0	388400
2021.05.14	11:00:00	3878.74700	3930.84500	3858.89100	3930.43500	3188	0	386500
2021.05.14	12:00:00	3930.43500	3977.73800	3908.76700	3942.41300	3220	0	395700
2021.05.14	13:00:00	3942.41300	3986.00000	3932.29300	3986.00000	2962	0	692100
2021.05.14	14:00:00	3986.00000	4024.97100	3968.53700	3995.71000	3264	0	686300
2021.05.14	15:00:00	3995.92000	4008.68700	3950.59500	3995.58000	3522	0	397400
2021.05.14	16:00:00	3995.58000	4059.47600	3949.34600	4059.47600	3570	0	645600
2021.05.14	17:00:00	4059.47600	4088.91600	4024.35100	4082.39300	3299	0	736500
2021.05.14	18:00:00	4082.39300	4155.23800	4082.39300	4127.89800	4090	0	433900
2021.05.14	19:00:00	4127.59900	4166.92800	4076.91900	4109.43900	4617	0	415300
2021.05.14	20:00:00	4109.04000	4140.77000	4089.10600	4091.90400	2901	0	623700
2021.05.14	21:00:00	4092.10300	4110.08500	4050.26900	4089.28300	2962	0	601900
2021.05.14	22:00:00	4089.28300	4089.88200	4040.59100	4041.95400	2383	0	406800
2021.05.14	23:00:00	4041.95400	4069.52600	3970.64500	3984.11100	2752	0	482200
2021.05.17	00:00:00	3364.42500	3505.85000	3346.93900	3471.67400	5401	0	336700
2021.05.17	01:00:00	3473.31300	3575.20100	3467.26900	3529.74600	7418	0	355100
2021.05.17	02:00:00	3527.53800	3586.48900	3512.18400	3579.24100	7446	0	358100
2021.05.17	03:00:00	3579.24000	3586.33300	3463.52900	3470.84000	9687	0	346600
2021.05.17	04:00:00	3470.84400	3479.95500	3383.49100	3416.26700	6949	0	338700
2021.05.17	05:00:00	3416.86600	3458.37400	3368.18200	3385.03600	6382	0	337100
2021.05.17	06:00:00	3385.03600	3400.50200	3209.64700	3236.76900	11095	0	54900
2021.05.17	07:00:00	3236.76900	3326.09000	3121.58500	3323.46300	6286	0	96400
2021.05.17	08:00:00	3322.98300	3337.93800	3210.30600	3333.20300	6022	0	322800
2021.05.17	09:00:00	3335.61100	3450.19800	3332.34400	3398.65700	10999	0	338400
2021.05.17	10:00:00	3399.02700	3532.02700	3394.16200	3525.77400	8279	0	341900
2021.05.17	11:00:00	3525.77400	3578.50400	3478.07500	3545.43200	9294	0	348100
2021.05.17	12:00:00	3545.43300	3557.40700	3479.55200	3514.03700	6028	0	348200
2021.05.17	13:00:00	3514.03700	3524.52800	3441.08000	3447.52600	6064	0	344400
2021.05.17	14:00:00	3447.52700	3526.02500	3432.10100	3516.54600	4154	0	343600
2021.05.17	15:00:00	3516.54600	3543.58600	3456.47800	3479.72700	4020	0	346000
2021.05.17	16:00:00	3479.72700	3491.60100	3417.96300	3455.18100	4022	0	343700
2021.05.17	17:00:00	3455.18100	3463.46300	3351.70900	3388.22900	4434	0	338000
2021.05.17	18:00:00	3387.23100	3409.68200	3265.89900	3282.34400	5055	0	336800
2021.05.17	19:00:00	3282.34400	3330.37600	3196.22300	3198.97100	6027	0	320200
2021.05.17	20:00:00	3198.97100	3245.58100	3119.67700	3197.55100	8893	0	312600
2021.05.17	21:00:00	3197.58200	3372.60300	3164.92100	3346.48000	14048	0	317100
2021.05.17	22:00:00	3345.46600	3399.93400	3338.09800	3375.86100	13828	0	334500
2021.05.17	23:00:00	3375.96800	3449.23600	3362.23900	3434.93300	13498	0	337000
2021.05.18	00:00:00	3434.94400	3435.21400	3246.75000	3258.65800	6137	0	326700
2021.05.18	01:00:00	3258.37800	3342.95400	3190.65600	3223.12300	10553	0	319700
2021.05.18	02:00:00	3223.12300	3316.22100	3197.40300	3279.12700	11150	0	320200
2021.05.18	03:00:00	3279.12700	3371.34400	3237.31900	3352.62400	10386	0	324200
2021.05.18	04:00:00	3352.61400	3413.88200	3347.19900	3399.85600	9313	0	335300
2021.05.18	05:00:00	3400.71400	3416.09000	3346.08000	3403.55300	7806	0	335200
2021.05.18	06:00:00	3403.38300	3405.46100	3370.75500	3382.06400	3522	0	338300
2021.05.18	07:00:00	3381.11500	3523.60200	3377.30900	3504.04200	3355	0	343100
2021.05.18	08:00:00	3504.04200	3546.15000	3488.42800	3520.14500	3330	0	352300
2021.05.18	09:00:00	3519.92600	3551.71100	3452.46900	3457.83200	5832	0	346000
2021.05.18	10:00:00	3457.83200	3505.38400	3456.93200	3503.74000	6406	0	346400
2021.05.18	11:00:00	3503.99000	3520.29400	3466.87200	3475.90600	5700	0	347400
2021.05.18	12:00:00	3475.92600	3486.66400	3429.60600	3466.17000	3932	0	343900
2021.05.18	13:00:00	3465.30100	3509.17700	3439.65600	3509.16700	3035	0	380100
2021.05.18	14:00:00	3509.39700	3558.83700	3485.96000	3530.55500	2980	0	354200
2021.05.18	15:00:00	3530.55500	3536.44000	3383.99200	3413.14300	3114	0	344200
2021.05.18	16:00:00	3413.14300	3431.62400	3338.42800	3360.33600	3472	0	335600
2021.05.18	17:00:00	3362.02400	3362.02400	3253.10300	3309.84600	3467	0	328500
2021.05.18	18:00:00	3309.84600	3394.09200	3271.14500	3343.79200	3382	0	432000
2021.05.18	19:00:00	3343.30300	3432.85300	3307.16900	3420.90500	3499	0	333800
2021.05.18	20:00:00	3420.12600	3433.85200	3384.58200	3395.22100	3398	0	341500
2021.05.18	21:00:00	3395.06100	3395.06100	3326.67000	3360.66500	3455	0	347100
2021.05.18	22:00:00	3360.66500	3413.69200	3324.57200	3400.05600	3461	0	367500
2021.05.18	23:00:00	3400.05600	3444.10200	3358.42800	3426.79900	3384	0	506800
2021.05.19	00:00:00	3427.24900	3460.24600	3385.65000	3399.25700	3076	0	494800
2021.05.19	01:00:00	3399.25700	3419.42700	3363.21300	3366.24000	3271	0	567300
2021.05.19	02:00:00	3366.24000	3396.62900	3319.29700	3370.98500	3415	0	380600
2021.05.19	03:00:00	3370.52700	3437.43900	3345.96000	3349.87600	3409	0	337400
2021.05.19	04:00:00	3349.87600	3351.37500	3155.88000	3183.75300	3468	0	318700
2021.05.19	05:00:00	3184.34200	3231.48500	3104.84200	3106.76100	3288	0	310900
2021.05.19	06:00:00	3107.06100	3147.64600	3060.79300	3092.14400	3943	0	306600
2021.05.19	07:00:00	3093.81300	3129.05700	2860.12700	2924.04300	6934	0	55300
2021.05.19	08:00:00	2924.04300	3025.02700	2906.62000	2927.65900	9009	0	291800
2021.05.19	09:00:00	2927.23900	3015.25100	2922.40400	2941.92500	7533	0	294200
2021.05.19	10:00:00	2942.00500	3008.01800	2855.39100	2984.21200	4803	0	287000
2021.05.19	11:00:00	2984.21200	2993.02300	2914.53200	2975.97100	5075	0	312000
2021.05.19	12:00:00	2975.97100	3003.80700	2930.59600	2972.63400	6325	0	450900
2021.05.19	13:00:00	2972.63400	2981.36500	2816.26000	2852.04500	4206	0	282700
2021.05.19	14:00:00	2853.28300	2862.84400	2440.20500	2719.66700	7340	0	105800
2021.05.19	15:00:00	2718.84800	2766.49000	2018.08800	2348.22400	5917	0	38200
2021.05.19	16:00:00	2347.52600	2584.44800	1936.86000	2497.29000	9283	0	195400
2021.05.19	17:00:00	2497.45000	2617.80200	2295.40000	2613.61300	9265	0	234000
2021.05.19	18:00:00	2613.56300	2774.80000	2520.15700	2748.48700	13028	0	254100
2021.05.19	19:00:00	2748.41700	2891.76600	2607.10800	2853.30000	13993	0	260600
2021.05.19	20:00:00	2852.97200	2922.46000	2736.12200	2763.84000	13848	0	273900
2021.05.19	21:00:00	2763.13400	2784.89600	2559.95500	2604.53200	11173	0	256800
2021.05.19	22:00:00	2604.55200	2653.11400	2555.56500	2598.91200	10857	0	256100
2021.05.19	23:00:00	2598.91200	2709.35000	2522.92500	2525.86900	11736	0	252700
2021.05.20	00:00:00	2526.89900	2598.18500	2428.74400	2587.15000	7244	0	244300
2021.05.20	01:00:00	2587.15000	2713.25800	2550.27000	2660.76600	9668	0	256000
2021.05.20	02:00:00	2660.66800	2674.53700	2431.65900	2435.87000	9354	0	243400
2021.05.20	03:00:00	2435.93900	2545.93100	2153.33400	2227.50000	8406	0	200100
2021.05.20	04:00:00	2227.49000	2384.47300	2173.43400	2336.96000	8721	0	218300
2021.05.20	05:00:00	2336.96000	2481.43700	2319.52800	2463.36500	7569	0	232500
2021.05.20	06:00:00	2463.36400	2500.24900	2409.96800	2474.22300	6800	0	241500
2021.05.20	07:00:00	2474.21300	2592.09600	2454.51300	2565.49100	7618	0	246100
2021.05.20	08:00:00	2565.49100	2665.67000	2560.52600	2652.84000	8665	0	256600
2021.05.20	09:00:00	2652.84000	2689.80700	2577.83900	2646.08100	8971	0	258600
2021.05.20	10:00:00	2646.22100	2779.28600	2646.22100	2716.79000	12176	0	265100
2021.05.20	11:00:00	2716.79000	2749.31700	2658.94800	2695.05200	11201	0	266500
2021.05.20	12:00:00	2695.04900	2701.17600	2567.31000	2667.63900	10759	0	257500
2021.05.20	13:00:00	2667.76900	2719.95000	2644.74200	2712.20500	12947	0	264900
2021.05.20	14:00:00	2712.24500	2760.73400	2670.70600	2757.12900	13227	0	267500
2021.05.20	15:00:00	2757.14400	2903.69000	2710.89600	2876.96200	14027	0	271400
2021.05.20	16:00:00	2877.46700	2991.14300	2862.00100	2907.54500	14453	0	83600
2021.05.20	17:00:00	2907.54700	2958.04600	2868.54200	2896.82800	14911	0	287000
2021.05.20	18:00:00	2896.91600	2955.32700	2863.88300	2903.60300	14137	0	287000
2021.05.20	19:00:00	2903.60200	2905.92500	2581.66500	2703.60700	13077	0	258600
2021.05.20	20:00:00	2703.60800	2775.55000	2644.90200	2761.08600	13988	0	265100
2021.05.20	21:00:00	2761.07600	2812.31600	2719.48700	2785.66500	13777	0	272100
2021.05.20	22:00:00	2783.45400	2813.75700	2750.63700	2784.68200	7431	0	275400
2021.05.20	23:00:00	2784.68200	2828.79800	2744.63200	2756.25000	3469	0	275900
2021.05.21	00:00:00	2756.62000	2835.41100	2725.18200	2833.53300	3037	0	305900
2021.05.21	01:00:00	2833.55300	2855.62100	2710.97900	2840.86600	3655	0	271800
2021.05.21	02:00:00	2840.86600	2854.07300	2737.20000	2764.98200	3520	0	283100
2021.05.21	03:00:00	2765.04200	2922.53400	2758.56800	2899.59700	3341	0	287800
2021.05.21	04:00:00	2901.13500	2935.06200	2877.21900	2893.14300	3375	0	562200
2021.05.21	05:00:00	2893.10400	2893.88300	2831.58500	2853.43300	3173	0	289500
2021.05.21	06:00:00	2852.48400	2852.48400	2773.08400	2787.21000	3126	0	277800
2021.05.21	07:00:00	2788.10900	2803.55300	2737.30900	2776.64000	3455	0	275600
2021.05.21	08:00:00	2776.60000	2801.31500	2726.30000	2748.08900	3211	0	449000
2021.05.21	09:00:00	2749.27700	2773.89300	2699.49700	2762.17600	3151	0	272800
2021.05.21	10:00:00	2761.21600	2767.23900	2677.32000	2682.71400	3262	0	364600
2021.05.21	11:00:00	2684.27300	2703.86300	2621.98500	2700.25700	3250	0	277700
2021.05.21	12:00:00	2700.48600	2779.64700	2699.34700	2760.08700	3301	0	277000
2021.05.21	13:00:00	2759.37700	2765.67100	2679.04800	2687.59900	3356	0	504600
2021.05.21	14:00:00	2687.44900	2714.38200	2649.85700	2709.63700	3367	0	392800
2021.05.21	15:00:00	2708.91800	2734.49200	2638.16900	2648.34900	3400	0	409800
2021.05.21	16:00:00	2647.35900	2729.79700	2630.99600	2721.10600	3331	0	594800
2021.05.21	17:00:00	2721.67500	2758.92800	2413.88500	2517.33000	8453	0	242000
2021.05.21	18:00:00	2520.28700	2567.76900	2396.55100	2416.59000	4680	0	243200
2021.05.21	19:00:00	2414.71200	2514.09300	2352.99400	2449.78700	3449	0	237400
2021.05.21	20:00:00	2448.94800	2498.48900	2421.40600	2490.09700	3342	0	244800
2021.05.21	21:00:00	2489.39800	2489.39800	2378.90800	2472.92400	3382	0	464500
2021.05.21	22:00:00	2472.66400	2473.55300	2306.29100	2340.67600	3424	0	234100
2021.05.21	23:00:00	2344.39300	2369.88700	2235.32200	2246.81000	3473	0	225900
2021.05.24	00:00:00	2069.76900	2146.99000	2065.40800	2093.00400	5741	0	206500
2021.05.24	01:00:00	2092.66500	2147.02000	2044.89100	2061.74600	3963	0	206100
2021.05.24	02:00:00	2062.37500	2119.36800	2060.64700	2092.40500	3575	0	208300
2021.05.24	03:00:00	2092.40500	2194.23300	2092.40500	2131.53600	3457	0	213000
2021.05.24	04:00:00	2131.10600	2146.76100	2078.31900	2120.39700	3489	0	209000
2021.05.24	05:00:00	2120.62700	2165.32200	2088.98800	2162.69500	3452	0	212200
2021.05.24	06:00:00	2162.69500	2189.12800	2131.94500	2138.43900	4218	0	217200
2021.05.24	07:00:00	2138.79900	2154.32300	2079.80800	2103.80500	4102	0	210400
2021.05.24	08:00:00	2103.80500	2156.06100	2096.71100	2133.94400	9442	0	210600
2021.05.24	09:00:00	2133.00500	2191.23000	2105.18200	2187.80000	9782	0	211900
2021.05.24	10:00:00	2188.51900	2296.87100	2187.42000	2289.24800	11666	0	218900
2021.05.24	11:00:00	2290.08800	2318.00000	2240.74700	2288.41100	7887	0	226700
2021.05.24	12:00:00	2288.69000	2288.69000	2228.62900	2228.62900	4001	0	223500
2021.05.24	13:00:00	2228.62900	2274.29100	2221.09600	2260.16700	4523	0	222600
2021.05.24	14:00:00	2260.16700	2373.89300	2253.74400	2365.72100	4160	0	227000
2021.05.24	15:00:00	2365.72100	2465.25200	2339.64800	2420.94600	3690	0	236900
2021.05.24	16:00:00	2420.69600	2439.39800	2335.84400	2372.47500	3499	0	234300
2021.05.24	17:00:00	2372.47500	2468.83800	2371.10600	2422.52500	3426	0	240200
2021.05.24	18:00:00	2422.52500	2524.66200	2401.09600	2506.70600	3592	0	242400
2021.05.24	19:00:00	2505.41200	2555.77100	2413.69300	2464.80200	4554	0	242700
2021.05.24	20:00:00	2464.80200	2543.70300	2432.87400	2541.17600	3617	0	244200
2021.05.24	21:00:00	2541.17600	2596.37100	2518.05900	2550.91600	3594	0	252800
2021.05.24	22:00:00	2550.91600	2660.06700	2519.36800	2648.10900	3696	0	254600
2021.05.24	23:00:00	2648.10900	2670.79600	2557.71900	2618.64800	3491	0	257100
2021.05.25	00:00:00	2618.51800	2667.28000	2582.30500	2590.40700	3490	0	259900
2021.05.25	01:00:00	2590.43600	2644.60200	2526.73000	2583.61300	3515	0	254600
2021.05.25	02:00:00	2585.40200	2652.99400	2571.76500	2645.04200	3473	0	262200
2021.05.25	03:00:00	2645.18200	2747.21000	2614.92200	2709.88700	3422	0	262100
2021.05.25	04:00:00	2709.88700	2733.63300	2633.49300	2656.55000	3494	0	265900
2021.05.25	05:00:00	2657.52900	2673.56300	2558.29900	2571.61500	4252	0	257300
2021.05.25	06:00:00	2571.61500	2589.50700	2534.75200	2582.10500	4597	0	332300
2021.05.25	07:00:00	2581.41600	2610.58600	2519.17800	2584.52200	4621	0	258600
2021.05.25	08:00:00	2585.53100	2596.03100	2540.30700	2588.85800	4087	0	350200
2021.05.25	09:00:00	2588.85800	2674.32300	2561.33600	2655.66100	4212	0	261300
2021.05.25	10:00:00	2655.67100	2680.11700	2622.13500	2658.42800	3598	0	272400
2021.05.25	11:00:00	2658.42800	2671.42500	2566.21100	2581.03600	3476	0	375700
2021.05.25	12:00:00	2580.71600	2589.67700	2527.83900	2559.16800	3414	0	253600
2021.05.25	13:00:00	2559.16800	2559.16800	2380.40700	2438.31900	3463	0	241400
2021.05.25	14:00:00	2436.94000	2479.17800	2386.40100	2387.66900	3442	0	252000
2021.05.25	15:00:00	2390.50700	2463.80300	2380.61700	2454.60200	3456	0	241600
2021.05.25	16:00:00	2454.60200	2561.26600	2450.31700	2531.96500	3426	0	255700
2021.05.25	17:00:00	2531.76500	2646.89000	2524.24300	2584.67200	3427	0	259500
2021.05.25	18:00:00	2583.71300	2631.76500	2529.12800	2607.32000	3385	0	254500
2021.05.25	19:00:00	2606.01100	2609.68700	2544.22300	2568.71800	3480	0	258100
2021.05.25	20:00:00	2569.65700	2595.52100	2518.98800	2583.72300	3446	0	252800
2021.05.25	21:00:00	2583.72300	2619.52700	2562.74400	2574.15300	3325	0	278400
2021.05.25	22:00:00	2574.15300	2590.49600	2484.69200	2508.39900	3395	0	249300
2021.05.25	23:00:00	2508.39900	2566.08100	2502.50400	2549.61700	3389	0	268700
2021.05.26	00:00:00	2549.61700	2619.46700	2527.47000	2610.74600	3135	0	356800
2021.05.26	01:00:00	2610.74600	2730.81600	2604.00300	2711.27600	3449	0	327200
2021.05.26	02:00:00	2710.43600	2715.90100	2661.18600	2702.92400	3325	0	282300
2021.05.26	03:00:00	2701.54500	2733.72300	2641.18600	2678.89800	3414	0	334800
2021.05.26	04:00:00	2678.89800	2764.17300	2678.88800	2759.22800	3317	0	275900
2021.05.26	05:00:00	2759.10800	2840.93600	2751.93500	2791.94400	3938	0	277700
2021.05.26	06:00:00	2791.94400	2840.73600	2783.86200	2836.24600	4654	0	281700
2021.05.26	07:00:00	2836.24600	2845.42600	2769.62700	2810.70200	4142	0	326200
2021.05.26	08:00:00	2810.70200	2838.64100	2789.64900	2796.73300	3835	0	283700
2021.05.26	09:00:00	2797.03200	2893.52000	2784.85900	2875.46000	5056	0	286700
2021.05.26	10:00:00	2875.46000	2891.12500	2855.20400	2888.63100	3874	0	512000
2021.05.26	11:00:00	2888.63100	2907.48900	2817.88600	2837.84200	5022	0	282500
2021.05.26	12:00:00	2837.84200	2867.32900	2829.66100	2839.93800	4461	0	418300
2021.05.26	13:00:00	2839.93800	2851.70500	2772.98500	2821.87800	4483	0	278500
2021.05.26	14:00:00	2821.97500	2838.14200	2789.64900	2830.15900	4127	0	345900
2021.05.26	15:00:00	2830.35900	2865.98000	2820.88000	2848.41900	4080	0	284700
2021.05.26	16:00:00	2848.41900	2848.41900	2698.05100	2701.29600	4310	0	272300
2021.05.26	17:00:00	2701.54300	2775.61100	2685.97700	2749.87700	4138	0	269900
2021.05.26	18:00:00	2749.03800	2760.36600	2699.66700	2742.94400	4316	0	274000
2021.05.26	19:00:00	2742.94400	2789.35700	2700.74500	2701.77500	4336	0	271500
2021.05.26	20:00:00	2701.95500	2741.34500	2664.92400	2740.01700	4455	0	267600
2021.05.26	21:00:00	2737.16000	2753.40300	2702.14200	2747.96900	4294	0	273600
2021.05.26	22:00:00	2747.96900	2749.86700	2679.69100	2739.55900	4768	0	270000
2021.05.26	23:00:00	2739.55900	2804.68200	2719.80300	2793.19400	4024	0	396400
2021.05.27	00:00:00	2792.64400	2826.18000	2773.38500	2810.72600	3034	0	343000
2021.05.27	01:00:00	2810.72600	2839.71700	2795.53100	2837.16900	3802	0	283000
2021.05.27	02:00:00	2837.16900	2882.54400	2813.56300	2881.04700	4193	0	421700
2021.05.27	03:00:00	2881.04700	2884.14000	2776.37800	2808.40700	4845	0	410700
2021.05.27	04:00:00	2808.50700	2814.49400	2663.92600	2685.77800	5630	0	345600
2021.05.27	05:00:00	2685.97700	2728.08400	2670.21200	2711.12200	5568	0	271500
2021.05.27	06:00:00	2710.12400	2710.12400	2634.59100	2676.09900	5593	0	264600
2021.05.27	07:00:00	2676.39800	2702.64100	2647.36200	2701.54300	4857	0	266200
2021.05.27	08:00:00	2701.54300	2735.76800	2659.23600	2730.64600	4282	0	267100
2021.05.27	09:00:00	2730.08000	2755.61100	2707.13100	2751.03400	3939	0	273900
2021.05.27	10:00:00	2751.23300	2753.94300	2716.87000	2732.20500	3058	0	367900
2021.05.27	11:00:00	2732.20500	2777.02200	2686.17700	2758.21800	3857	0	269300
2021.05.27	12:00:00	2758.21800	2810.81600	2756.82100	2787.64900	3576	0	277000
2021.05.27	13:00:00	2787.25900	2808.28800	2766.00100	2776.18100	3467	0	281000
2021.05.27	14:00:00	2776.66000	2838.12900	2776.18100	2825.15200	4384	0	282700
2021.05.27	15:00:00	2825.15200	2841.83400	2774.98100	2779.17200	3981	0	278300
2021.05.27	16:00:00	2779.17200	2862.12500	2779.17200	2824.17300	3981	0	283000
2021.05.27	17:00:00	2824.17300	2864.93200	2824.17300	2840.92600	3670	0	284400
2021.05.27	18:00:00	2840.92600	2846.52300	2786.25600	2799.82600	3306	0	285100
2021.05.27	19:00:00	2799.82600	2811.80500	2753.05400	2762.22500	3704	0	406100
2021.05.27	20:00:00	2763.14400	2793.41300	2758.01800	2781.80500	3092	0	357400
2021.05.27	21:00:00	2781.80500	2791.70500	2762.01000	2786.23000	2985	0	277700
2021.05.27	22:00:00	2786.91000	2788.17900	2732.37400	2754.35200	3190	0	334100
2021.05.27	23:00:00	2754.35200	2757.81900	2716.25100	2717.28000	3242	0	274700
2021.05.28	00:00:00	2717.28000	2784.68200	2699.23800	2776.91000	3197	0	346900
2021.05.28	01:00:00	2776.91000	2791.69500	2741.76500	2752.68400	3355	0	387700
2021.05.28	02:00:00	2752.53400	2774.21300	2719.54700	2739.86100	3339	0	272800
2021.05.28	03:00:00	2739.86100	2757.80200	2699.29800	2702.32400	3575	0	271000
