<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.21	20:00:00	1924.43500	1955.44400	1917.54300	1920.34200	20878	0	191800
2021.06.21	21:00:00	1920.34200	1967.15900	1917.95000	1961.00500	18325	0	191900
2021.06.21	22:00:00	1960.93900	1965.69500	1918.04500	1943.67500	11767	0	191900
2021.06.21	23:00:00	1943.66600	1956.02400	1932.47200	1940.23600	13374	0	193400
2021.06.22	00:00:00	1940.19600	1940.19600	1877.12400	1878.73200	19665	0	187800
2021.06.22	01:00:00	1878.73300	1916.07000	1869.47300	1869.52900	29417	0	187000
2021.06.22	02:00:00	1869.45900	1932.23400	1869.39200	1886.37500	36274	0	187000
2021.06.22	03:00:00	1886.37600	1919.43200	1863.38900	1915.37700	34019	0	186500
2021.06.22	04:00:00	1915.29400	1993.85700	1914.45700	1956.18000	30010	0	191500
2021.06.22	05:00:00	1956.18000	1972.60700	1937.04700	1970.87000	26110	0	193800
2021.06.22	06:00:00	1970.88100	1997.68600	1952.30500	1976.72400	29513	0	195300
2021.06.22	07:00:00	1976.75000	1981.97200	1955.47900	1967.54000	26997	0	195700
2021.06.22	08:00:00	1967.52800	1980.10600	1927.72200	1936.77400	28188	0	192800
2021.06.22	09:00:00	1936.79600	1952.29000	1928.98500	1949.77400	25592	0	193000
2021.06.22	10:00:00	1949.85700	1956.47300	1933.22900	1943.02800	18126	0	193400
2021.06.22	11:00:00	1943.02800	1944.65700	1878.78000	1884.72800	14020	0	187900
2021.06.22	12:00:00	1884.72800	1889.68500	1862.44800	1877.10600	13986	0	186300
2021.06.22	13:00:00	1877.15100	1923.36900	1862.05900	1899.78300	23025	0	186200
2021.06.22	14:00:00	1899.78300	1904.59700	1863.89100	1867.83900	6524	0	186500
2021.06.22	15:00:00	1867.83900	1870.90800	1765.84400	1788.52800	39191	0	176500
2021.06.22	16:00:00	1788.59000	1806.54500	1715.88500	1733.09700	33366	0	171400
2021.06.22	17:00:00	1733.10900	1819.59200	1716.88100	1806.66500	37324	0	171700
2021.06.22	18:00:00	1806.70400	1888.91600	1794.31200	1859.91800	16934	0	179500
2021.06.22	19:00:00	1860.06800	1932.58400	1853.02400	1912.34500	10168	0	185500
2021.06.22	20:00:00	1911.84700	1926.20600	1880.78700	1906.18600	7646	0	188400
2021.06.22	21:00:00	1906.18600	1952.17200	1890.62400	1935.08000	10028	0	189400
2021.06.22	22:00:00	1935.08000	1939.36900	1889.77400	1895.38100	8766	0	189400
2021.06.22	23:00:00	1895.38100	1934.64300	1891.63300	1928.93500	5944	0	189400
2021.06.23	00:00:00	1928.94500	1933.12700	1858.40800	1873.43200	3595	0	186300
2021.06.23	01:00:00	1873.67200	1900.49900	1864.89700	1886.56600	5137	0	186900
2021.06.23	02:00:00	1886.56600	1895.37100	1847.41500	1878.76900	6028	0	185000
2021.06.23	03:00:00	1878.76900	1939.96300	1821.40800	1931.39300	9453	0	182600
2021.06.23	04:00:00	1931.39300	2000.71300	1921.72600	1997.00100	10428	0	192600
2021.06.23	05:00:00	1997.00100	2032.06300	1989.09400	2006.60100	10391	0	199000
2021.06.23	06:00:00	2006.60100	2016.65200	1989.90400	2012.40400	6478	0	199200
2021.06.23	07:00:00	2012.40400	2026.23200	1995.00200	1999.54900	6779	0	199700
2021.06.23	08:00:00	2000.45900	2043.56400	1988.19500	2038.57600	7291	0	199000
2021.06.23	09:00:00	2038.12600	2043.30300	2000.65700	2003.46600	13391	0	200100
2021.06.23	10:00:00	2003.60500	2019.35500	1993.02800	2003.91000	9987	0	199300
2021.06.23	11:00:00	2003.92900	2017.64100	1969.03400	1969.39400	12374	0	197000
2021.06.23	12:00:00	1968.58500	2002.44600	1966.22100	1986.57600	10189	0	196700
2021.06.23	13:00:00	1986.58500	2014.48000	1981.49800	2007.62500	14970	0	198200
2021.06.23	14:00:00	2007.65300	2022.18700	1985.64600	1990.32700	12471	0	198700
2021.06.23	15:00:00	1990.39500	2013.07400	1986.19600	2008.84700	16529	0	198700
2021.06.23	16:00:00	2008.88800	2038.12100	1986.79500	1993.33800	24315	0	198700
2021.06.23	17:00:00	1993.38800	2003.20600	1977.09700	1996.76300	14800	0	197700
2021.06.23	18:00:00	1996.77300	1998.50000	1966.83600	1973.18200	7293	0	196800
2021.06.23	19:00:00	1973.18200	2001.10800	1959.05900	1985.99600	7576	0	196000
2021.06.23	20:00:00	1985.90200	1989.37000	1971.86400	1972.42900	4993	0	197200
2021.06.23	21:00:00	1972.52400	1972.52400	1939.17900	1945.01700	4141	0	194100
2021.06.23	22:00:00	1945.01700	1964.31700	1915.04200	1915.25100	3775	0	191600
2021.06.23	23:00:00	1915.25100	1943.10700	1907.38500	1928.74500	4057	0	190800
2021.06.24	00:00:00	1928.74500	1965.07200	1924.62700	1942.59800	3411	0	192500
2021.06.24	01:00:00	1942.68800	1952.63300	1927.56500	1948.61500	3527	0	193000
2021.06.24	02:00:00	1948.61500	1972.54300	1935.60100	1967.14500	3290	0	193800
2021.06.24	03:00:00	1966.94600	1980.60500	1934.23200	1936.71100	3803	0	193600
2021.06.24	04:00:00	1936.71100	1944.17700	1901.71800	1907.05500	4182	0	190300
2021.06.24	05:00:00	1907.05500	1915.75100	1883.84700	1891.89300	3721	0	188600
2021.06.24	06:00:00	1891.89300	1920.51900	1888.31500	1904.54700	4005	0	189200
2021.06.24	07:00:00	1904.54700	1920.13900	1894.94300	1903.73700	4806	0	189600
2021.06.24	08:00:00	1903.73700	1930.54400	1900.18900	1927.42500	4243	0	190100
2021.06.24	09:00:00	1927.42500	1934.14200	1912.25300	1926.91600	3480	0	191800
2021.06.24	10:00:00	1926.96600	1941.12600	1916.44100	1918.62000	3013	0	191800
2021.06.24	11:00:00	1918.54000	1952.02300	1914.73200	1950.52400	3301	0	191900
2021.06.24	12:00:00	1950.52400	1954.71200	1936.88100	1940.65900	3183	0	194200
2021.06.24	13:00:00	1940.65900	1948.31500	1928.75500	1932.00300	2669	0	193100
2021.06.24	14:00:00	1931.96300	1967.94600	1931.96300	1964.38700	3612	0	193600
2021.06.24	15:00:00	1964.38700	1983.73800	1961.25800	1977.24000	4495	0	196200
2021.06.24	16:00:00	1977.24000	1979.97800	1956.83100	1966.63100	3358	0	195800
2021.06.24	17:00:00	1966.63100	1971.60300	1956.49100	1964.57700	2817	0	195900
2021.06.24	18:00:00	1964.57700	2016.44300	1961.98800	1985.00700	5830	0	196700
2021.06.24	19:00:00	1985.00700	2013.63100	1973.07200	2010.41400	5502	0	197900
2021.06.24	20:00:00	2010.41400	2029.10500	2008.34500	2024.13200	6666	0	201000
2021.06.24	21:00:00	2024.13200	2033.18400	2010.39400	2012.87700	9736	0	201200
2021.06.24	22:00:00	2012.89000	2015.61400	2002.43300	2009.34600	6339	0	200400
2021.06.24	23:00:00	2009.27000	2017.32100	1995.77100	2004.08700	4735	0	199800
2021.06.25	00:00:00	2004.08700	2004.32700	1988.64500	1997.82000	2892	0	199000
2021.06.25	01:00:00	1997.82000	2000.98500	1969.55400	1983.02700	3041	0	197200
2021.06.25	02:00:00	1983.03700	1995.49100	1976.24100	1988.44500	2360	0	198000
2021.06.25	03:00:00	1988.67500	2015.05100	1981.76800	1982.04800	2882	0	198500
2021.06.25	04:00:00	1982.04800	1988.03000	1961.15800	1987.25500	3157	0	196300
2021.06.25	05:00:00	1987.25500	2018.84000	1986.21600	2005.91600	3347	0	198800
2021.06.25	06:00:00	2006.13600	2006.13600	1981.63800	1994.85200	3120	0	198300
2021.06.25	07:00:00	1994.55200	1999.45900	1971.37300	1976.29800	3559	0	197400
2021.06.25	08:00:00	1976.32800	1987.78900	1957.72000	1963.00800	3544	0	195900
2021.06.25	09:00:00	1963.10700	1974.80200	1950.27400	1966.01600	2938	0	195200
2021.06.25	10:00:00	1966.01600	1966.01600	1927.02600	1943.11700	3845	0	193000
2021.06.25	11:00:00	1943.11700	1943.11700	1913.71200	1932.16900	7708	0	191900
2021.06.25	12:00:00	1932.16900	1945.60700	1902.70400	1904.11600	16069	0	190400
2021.06.25	13:00:00	1904.11600	1911.10900	1869.92300	1879.25400	20186	0	187100
2021.06.25	14:00:00	1879.25900	1886.31100	1847.23700	1849.74700	26111	0	184800
2021.06.25	15:00:00	1849.74700	1876.75000	1839.21500	1856.88900	28451	0	184000
2021.06.25	16:00:00	1856.88900	1866.27500	1831.45700	1852.36700	25427	0	183200
2021.06.25	17:00:00	1852.39200	1869.64200	1809.14000	1822.25700	27371	0	181000
2021.06.25	18:00:00	1822.27800	1838.41600	1789.81000	1824.61800	26142	0	179100
2021.06.25	19:00:00	1824.68500	1846.60500	1790.73800	1815.86600	25580	0	179200
2021.06.25	20:00:00	1815.90600	1834.72100	1796.06100	1805.40500	18986	0	179700
2021.06.25	21:00:00	1805.40500	1842.59200	1798.26000	1836.33000	17249	0	179900
2021.06.25	22:00:00	1836.40300	1867.77500	1825.09100	1850.10900	14720	0	182600
2021.06.25	23:00:00	1850.10900	1867.53000	1838.87900	1865.45200	12737	0	184000
2021.06.28	00:00:00	1815.23100	1836.53700	1811.20300	1834.31200	3615	0	181300
2021.06.28	01:00:00	1834.31200	1955.82100	1829.91400	1952.57300	6385	0	183200
2021.06.28	02:00:00	1952.57300	1982.72800	1939.73900	1981.33800	4159	0	194200
2021.06.28	03:00:00	1981.31800	1994.99200	1962.77800	1977.17000	3586	0	196600
2021.06.28	04:00:00	1977.60000	1987.51500	1961.12800	1961.12800	3447	0	196100
2021.06.28	05:00:00	1960.87900	1981.93800	1960.12900	1968.63500	2880	0	196100
2021.06.28	06:00:00	1968.63500	1975.57100	1961.97800	1966.52100	3001	0	196400
2021.06.28	07:00:00	1966.57600	1980.34400	1964.56700	1971.34800	3141	0	196600
2021.06.28	08:00:00	1971.32400	1987.43500	1964.01700	1976.41100	3329	0	196500
2021.06.28	09:00:00	1976.46600	1992.57300	1972.74300	1987.07500	2740	0	197500
2021.06.28	10:00:00	1987.03500	2053.43200	1981.43800	2047.96500	3375	0	198600
2021.06.28	11:00:00	2047.96500	2081.43400	2033.68200	2064.75700	4676	0	203800
2021.06.28	12:00:00	2064.75700	2068.23500	2027.56500	2034.08200	3433	0	203400
2021.06.28	13:00:00	2034.08200	2039.81900	1976.11100	1992.63300	4764	0	197900
2021.06.28	14:00:00	1992.63300	2008.80500	1983.35700	1998.09000	3159	0	198600
2021.06.28	15:00:00	1998.09000	2023.59700	1985.29600	2016.14100	3122	0	198800
2021.06.28	16:00:00	2016.14100	2025.78600	1999.49900	2007.60500	2964	0	200100
2021.06.28	17:00:00	2007.60500	2049.18000	2002.55800	2046.10600	3339	0	200400
2021.06.28	18:00:00	2046.10600	2117.32100	2041.44800	2115.73100	4249	0	204400
2021.06.28	19:00:00	2115.73100	2134.13200	2091.49300	2108.42000	4088	0	209200
2021.06.28	20:00:00	2108.58500	2110.54900	2071.27200	2082.97700	3745	0	207300
2021.06.28	21:00:00	2082.91700	2096.20100	2075.31100	2085.09600	2876	0	207800
2021.06.28	22:00:00	2085.09600	2142.89800	2079.71900	2113.38200	3286	0	208400
2021.06.28	23:00:00	2113.38200	2142.27800	2102.24800	2130.78400	2974	0	210600
2021.06.29	00:00:00	2130.78400	2135.13100	2112.69800	2118.94000	2218	0	212000
2021.06.29	01:00:00	2118.94000	2119.23900	2079.05900	2094.05200	2205	0	208600
2021.06.29	02:00:00	2094.05200	2094.05200	2058.97000	2081.15800	1833	0	206500
2021.06.29	03:00:00	2081.15800	2134.53200	2071.31300	2134.53200	2313	0	218400
2021.06.29	04:00:00	2134.13200	2137.13000	2105.44600	2118.24000	1647	0	220800
2021.06.29	05:00:00	2118.24000	2130.43400	2079.35900	2084.65700	1770	0	218200
2021.06.29	06:00:00	2084.65700	2111.04300	2082.75800	2100.94900	1115	0	218400
2021.06.29	07:00:00	2100.94900	2127.33500	2094.95200	2117.34000	1479	0	219800
2021.06.29	08:00:00	2117.34000	2124.83700	2095.55100	2115.04100	1512	0	219800
2021.06.29	09:00:00	2115.04100	2166.31600	2104.24700	2157.42000	1964	0	214500
2021.06.29	10:00:00	2157.42000	2161.91800	2118.94000	2128.43500	1632	0	222200
2021.06.29	11:00:00	2128.43500	2150.42400	2109.74400	2144.82700	2025	0	212800
2021.06.29	12:00:00	2143.62700	2161.61800	2126.13600	2155.42100	2400	0	223000
2021.06.29	13:00:00	2155.42100	2174.81200	2136.33100	2169.61400	1796	0	223800
2021.06.29	14:00:00	2169.61400	2184.90700	2164.51700	2171.71300	1624	0	226800
2021.06.29	15:00:00	2172.01300	2184.10700	2155.42100	2169.71400	2112	0	226000
2021.06.29	16:00:00	2169.71400	2230.68400	2164.61700	2221.78800	1909	0	226800
2021.06.29	17:00:00	2221.78800	2230.68400	2204.09700	2220.68900	1457	0	230800
2021.06.29	18:00:00	2220.68900	2225.28600	2194.90200	2214.89200	1296	0	229800
2021.06.29	19:00:00	2214.89200	2228.78500	2199.19900	2220.68900	1885	0	221800
2021.06.29	20:00:00	2220.68900	2242.62700	2213.49200	2229.18400	1396	0	223200
2021.06.29	21:00:00	2229.48400	2231.38300	2207.19500	2220.38900	1264	0	221900
2021.06.29	22:00:00	2220.38900	2221.88800	2208.89500	2221.18800	912	0	221200
2021.06.29	23:00:00	2221.13900	2228.28500	2184.70700	2189.10400	1226	0	219200
2021.06.30	00:00:00	2189.70400	2216.39100	2184.00700	2211.39300	1223	0	218600
2021.06.30	01:00:00	2211.39300	2214.39200	2165.81600	2168.91500	1870	0	217000
2021.06.30	02:00:00	2168.91500	2182.00800	2153.92200	2163.31700	1533	0	216700
2021.06.30	03:00:00	2163.31700	2182.40800	2141.12800	2170.01400	1683	0	214400
2021.06.30	04:00:00	2170.21400	2170.31400	2149.02400	2165.71600	1136	0	215000
2021.06.30	05:00:00	2165.71600	2175.01100	2151.22300	2166.71600	1030	0	216800
2021.06.30	06:00:00	2166.71600	2167.01500	2117.94000	2122.83800	1410	0	213200
2021.06.30	07:00:00	2124.23700	2135.53100	2088.95500	2093.65200	1604	0	210000
2021.06.30	08:00:00	2093.65200	2121.33800	2084.95700	2113.94200	1599	0	218800
2021.06.30	09:00:00	2113.94200	2142.02800	2112.34300	2135.43100	1207	0	213400
2021.06.30	10:00:00	2134.63200	2166.48600	2124.53700	2158.28000	1701	0	213200
2021.06.30	11:00:00	2159.90900	2165.92600	2113.83500	2116.57100	3226	0	211600
2021.06.30	12:00:00	2115.71100	2136.02100	2107.03500	2119.71900	3682	0	211400
2021.06.30	13:00:00	2119.71900	2138.30000	2117.22000	2133.43400	5130	0	213000
2021.06.30	14:00:00	2133.55200	2162.66500	2123.35700	2154.54300	7231	0	214400
2021.06.30	15:00:00	2154.71300	2163.20900	2135.70100	2136.99000	7226	0	216100
2021.06.30	16:00:00	2137.02000	2142.28800	2120.32900	2141.39800	3815	0	243900
2021.06.30	17:00:00	2141.39800	2151.98300	2114.93200	2123.71700	5158	0	211900
2021.06.30	18:00:00	2123.71700	2127.80000	2089.86400	2101.65800	4165	0	210100
2021.06.30	19:00:00	2101.93800	2122.53800	2093.89200	2105.42600	4335	0	210800
2021.06.30	20:00:00	2105.42600	2156.57100	2105.42600	2155.41100	5169	0	212800
2021.06.30	21:00:00	2155.41100	2216.57100	2146.73400	2213.80200	6915	0	214700
2021.06.30	22:00:00	2213.64800	2248.86500	2194.25200	2242.27800	4589	0	219800
2021.06.30	23:00:00	2242.27800	2281.71200	2226.14900	2235.87100	5973	0	222600
2021.07.01	00:00:00	2235.87100	2285.46200	2235.45100	2262.63800	3477	0	223600
2021.07.01	01:00:00	2262.63800	2265.35600	2236.50100	2255.98100	5218	0	223900
2021.07.01	02:00:00	2256.04100	2280.65700	2254.19200	2274.41700	5193	0	225600
2021.07.01	03:00:00	2274.41700	2274.68300	2234.10700	2244.19700	4077	0	223600
2021.07.01	04:00:00	2244.19700	2266.37400	2243.88700	2259.26800	6834	0	224600
2021.07.01	05:00:00	2259.52600	2263.36700	2190.92300	2196.94000	4677	0	219300
2021.07.01	06:00:00	2196.94000	2212.37300	2182.33800	2183.95800	4820	0	218400
2021.07.01	07:00:00	2183.90800	2208.68500	2180.09500	2207.84500	6490	0	218000
2021.07.01	08:00:00	2207.84500	2219.68900	2194.63300	2214.69200	5800	0	219600
2021.07.01	09:00:00	2214.69200	2233.08200	2153.72200	2158.47400	12897	0	215800
2021.07.01	10:00:00	2158.47400	2167.37000	2125.53600	2126.57100	14850	0	212800
2021.07.01	11:00:00	2126.69100	2136.88900	2105.34600	2120.13900	12986	0	210900
2021.07.01	12:00:00	2120.13900	2130.00700	2086.55600	2107.24500	9396	0	211000
2021.07.01	13:00:00	2107.24500	2120.82400	2092.66500	2108.60900	11276	0	210300
2021.07.01	14:00:00	2108.71900	2143.34400	2106.83100	2124.32600	12919	0	212100
2021.07.01	15:00:00	2124.31600	2142.32500	2107.82000	2125.84800	13463	0	211000
2021.07.01	16:00:00	2125.84800	2138.56000	2108.17900	2108.43900	12687	0	211100
2021.07.01	17:00:00	2108.43900	2121.75200	2071.06300	2090.93600	13900	0	207600
2021.07.01	18:00:00	2091.01600	2136.81100	2085.63200	2116.34100	14110	0	209100
2021.07.01	19:00:00	2116.34100	2124.24300	2074.72300	2080.35900	14060	0	207800
2021.07.01	20:00:00	2080.35900	2104.76200	2072.76300	2103.46700	13198	0	208000
2021.07.01	21:00:00	2103.46700	2128.41600	2096.65200	2110.64400	13889	0	209900
2021.07.01	22:00:00	2110.34400	2114.99200	2075.46100	2097.58000	10951	0	208100
2021.07.01	23:00:00	2097.58000	2119.53500	2097.58000	2118.19900	9108	0	210000
2021.07.02	00:00:00	2117.34000	2138.58100	2105.96100	2128.53500	3566	0	210700
2021.07.02	01:00:00	2128.53500	2135.83100	2121.00600	2126.73600	4987	0	212400
2021.07.02	02:00:00	2126.73600	2133.63900	2103.54700	2104.44700	6624	0	210600
2021.07.02	03:00:00	2104.44700	2134.45800	2092.85500	2134.01300	12054	0	210400
2021.07.02	04:00:00	2134.01300	2137.53000	2082.03500	2085.28200	12845	0	208400
2021.07.02	05:00:00	2085.40200	2101.50600	2079.18800	2092.80500	13547	0	208300
2021.07.02	06:00:00	2092.37500	2094.14300	2031.88300	2038.58000	11551	0	203700
2021.07.02	07:00:00	2037.97900	2056.37100	2032.45500	2053.15700	12099	0	203600
2021.07.02	08:00:00	2052.96900	2056.41800	2022.37500	2030.68700	10872	0	202400
2021.07.02	09:00:00	2030.78700	2039.46700	2015.82200	2031.72600	11471	0	201800
2021.07.02	10:00:00	2031.72600	2067.88000	2026.58100	2059.08800	12133	0	202800
2021.07.02	11:00:00	2059.04800	2078.27000	2049.12800	2058.06000	11885	0	205300
2021.07.02	12:00:00	2058.06000	2059.39000	2028.98500	2038.08000	6695	0	203200
2021.07.02	13:00:00	2038.08000	2040.39700	2016.09100	2036.31100	5851	0	202400
2021.07.02	14:00:00	2036.31100	2054.01300	2023.18700	2036.49100	11160	0	203000
2021.07.02	15:00:00	2036.48200	2062.07300	2028.98500	2056.66100	10859	0	203300
2021.07.02	16:00:00	2056.47100	2075.97100	2044.98200	2070.90700	10189	0	204900
2021.07.02	17:00:00	2070.90700	2117.09700	2058.18900	2115.62200	11232	0	206000
2021.07.02	18:00:00	2115.05200	2126.49100	2097.25000	2122.23800	10820	0	210300
2021.07.02	19:00:00	2122.23800	2122.43500	2098.95000	2110.37700	11727	0	210300
2021.07.02	20:00:00	2110.58700	2119.05800	2100.20700	2107.11000	12045	0	210600
2021.07.02	21:00:00	2107.11000	2109.06800	2080.98600	2090.73800	12486	0	209000
2021.07.02	22:00:00	2090.73800	2103.52400	2084.15700	2102.78500	10770	0	209000
2021.07.02	23:00:00	2102.78500	2103.33600	2080.55900	2088.05500	8872	0	208400
2021.07.05	00:00:00	2346.92500	2384.70700	2341.92800	2379.70900	1548	0	235000
2021.07.05	01:00:00	2379.70900	2379.70900	2320.03900	2323.63700	2165	0	232600
2021.07.05	02:00:00	2323.63700	2334.03200	2298.85000	2319.93900	2185	0	230600
2021.07.05	03:00:00	2319.93900	2319.93900	2299.94900	2306.84600	1806	0	230500
2021.07.05	04:00:00	2306.64600	2316.44100	2258.87000	2263.46700	1860	0	226800
2021.07.05	05:00:00	2263.46700	2275.06100	2243.67700	2255.47100	1873	0	225600
2021.07.05	06:00:00	2255.47100	2265.66600	2240.47900	2261.36800	1658	0	225000
2021.07.05	07:00:00	2261.46800	2274.86200	2247.67500	2262.16800	1471	0	225600
2021.07.05	08:00:00	2261.76800	2271.06300	2249.07400	2270.46400	1220	0	226200
2021.07.05	09:00:00	2270.46400	2290.55400	2261.96800	2285.35600	1490	0	228600
2021.07.05	10:00:00	2285.35600	2285.45600	2255.07100	2271.46300	1220	0	227400
2021.07.05	11:00:00	2271.46300	2279.15900	2258.87000	2270.36400	1256	0	236200
2021.07.05	12:00:00	2270.36400	2285.25600	2267.86500	2277.06000	1132	0	237000
2021.07.05	13:00:00	2277.06000	2305.64600	2274.26200	2300.24900	1194	0	229700
2021.07.05	14:00:00	2300.24900	2301.44800	2175.71100	2190.50400	2745	0	218600
2021.07.05	15:00:00	2190.50400	2216.99000	2180.50900	2207.69500	2035	0	219300
2021.07.05	16:00:00	2207.69500	2231.18300	2204.59700	2220.38900	1358	0	230600
2021.07.05	17:00:00	2220.38900	2225.58600	2199.89900	2222.28800	1093	0	230600
2021.07.05	18:00:00	2222.28800	2224.38700	2199.59900	2204.49700	1308	0	220600
2021.07.05	19:00:00	2204.49700	2221.08800	2201.19800	2211.59300	1319	0	230400
2021.07.05	20:00:00	2211.59300	2216.09100	2155.52100	2209.39400	2058	0	216000
2021.07.05	21:00:00	2209.39400	2236.38100	2208.39500	2221.18800	2494	0	222500
2021.07.05	22:00:00	2221.18800	2247.57500	2221.18800	2241.97800	1547	0	232400
2021.07.05	23:00:00	2241.97800	2252.37300	2203.89700	2213.39200	1895	0	223400
2021.07.06	00:00:00	2213.39200	2243.37700	2213.19200	2241.37800	1297	0	231600
2021.07.06	01:00:00	2241.37800	2246.57600	2222.88800	2225.68600	1774	0	232600
2021.07.06	02:00:00	2225.68600	2239.52900	2191.10300	2193.00200	1560	0	220100
2021.07.06	03:00:00	2193.00200	2245.27600	2191.10300	2232.28300	2186	0	219600
2021.07.06	04:00:00	2232.18300	2237.48000	2214.09200	2215.79100	1380	0	223800
2021.07.06	05:00:00	2215.59100	2231.58300	2206.39600	2230.58400	1181	0	223200
2021.07.06	06:00:00	2230.58400	2237.50600	2221.78800	2233.88200	1686	0	223500
2021.07.06	07:00:00	2233.88200	2316.84100	2233.88200	2313.94200	2880	0	224200
2021.07.06	08:00:00	2313.94200	2326.23600	2306.24600	2317.14000	1883	0	231400
2021.07.06	09:00:00	2317.14000	2333.63200	2312.54300	2315.04100	1490	0	241600
2021.07.06	10:00:00	2315.04100	2338.63000	2314.44200	2333.53200	1083	0	232400
2021.07.06	11:00:00	2333.53200	2346.62600	2325.53600	2337.43000	1802	0	234400
2021.07.06	12:00:00	2337.43000	2339.62900	2257.57000	2277.16000	3181	0	226400
2021.07.06	13:00:00	2277.76000	2278.76000	2252.87300	2267.16500	2113	0	225900
2021.07.06	14:00:00	2267.16500	2306.44600	2255.77100	2290.65400	2064	0	226200
2021.07.06	15:00:00	2290.65400	2333.53200	2274.56200	2327.43500	3439	0	228800
2021.07.06	16:00:00	2327.43500	2336.83100	2281.85800	2300.14900	2844	0	229600
2021.07.06	17:00:00	2300.14900	2311.34300	2282.45800	2302.94700	2251	0	229300
2021.07.06	18:00:00	2301.64800	2309.44400	2281.85800	2302.94700	2371	0	228600
2021.07.06	19:00:00	2302.94700	2312.74300	2282.55800	2310.34400	1972	0	229200
2021.07.06	20:00:00	2310.34400	2326.03600	2281.85800	2317.14000	2285	0	230400
2021.07.06	21:00:00	2317.14000	2333.73200	2303.34700	2309.04400	1686	0	233600
2021.07.06	22:00:00	2309.04400	2330.73400	2303.54700	2324.33700	1239	0	240600
2021.07.06	23:00:00	2323.63700	2325.43600	2296.35100	2307.34500	1200	0	239800
2021.07.07	00:00:00	2307.34500	2307.34500	2271.06300	2284.85700	1204	0	227900
2021.07.07	01:00:00	2284.25700	2316.64100	2278.36000	2305.44600	1140	0	238200
2021.07.07	02:00:00	2305.44600	2329.03400	2299.24900	2318.84000	1114	0	240200
2021.07.07	03:00:00	2318.93900	2340.52900	2291.35300	2315.24100	1870	0	239400
2021.07.07	04:00:00	2315.24100	2331.23300	2298.85000	2317.14000	1580	0	230600
2021.07.07	05:00:00	2317.14000	2323.13700	2299.94900	2322.73800	1088	0	232000
2021.07.07	06:00:00	2322.73800	2338.23000	2317.24000	2336.43100	1251	0	242000
2021.07.07	07:00:00	2336.43100	2398.20500	2328.03500	2389.88800	2744	0	235000
2021.07.07	08:00:00	2389.70400	2396.42600	2374.66100	2382.49400	4550	0	237700
2021.07.07	09:00:00	2382.47300	2391.54800	2373.51200	2380.40900	2150	0	237700
2021.07.07	10:00:00	2380.20900	2405.59600	2358.82000	2373.71200	1357	0	236700
2021.07.07	11:00:00	2373.71200	2396.10100	2368.51500	2379.10900	1706	0	247100
2021.07.07	12:00:00	2379.10900	2385.90600	2361.11800	2374.51200	1325	0	246400
2021.07.07	13:00:00	2374.51200	2378.21000	2359.81900	2369.71400	1074	0	246400
2021.07.07	14:00:00	2369.71400	2390.30400	2366.01600	2380.90800	1211	0	246800
2021.07.07	15:00:00	2380.90800	2394.50200	2370.51400	2379.70900	1498	0	247200
2021.07.07	16:00:00	2379.70900	2382.30800	2368.51500	2380.60900	1053	0	247000
2021.07.07	17:00:00	2380.60900	2387.00500	2343.12700	2350.72400	1211	0	244600
2021.07.07	18:00:00	2350.82400	2360.31900	2322.33800	2339.32900	1342	0	233000
2021.07.07	19:00:00	2339.32900	2356.42100	2327.43500	2349.12400	1181	0	243000
2021.07.07	20:00:00	2349.62400	2359.51900	2342.62800	2354.82200	865	0	244500
2021.07.07	21:00:00	2354.82200	2366.51600	2349.02400	2363.21700	864	0	236600
2021.07.07	22:00:00	2363.21700	2368.01500	2351.82300	2362.71800	844	0	236600
2021.07.07	23:00:00	2362.71800	2364.21700	2352.82300	2359.31900	700	0	245600
2021.07.08	00:00:00	2359.31900	2359.41900	2333.33200	2342.32800	1000	0	243600
2021.07.08	01:00:00	2342.32800	2342.32800	2308.84500	2322.73800	1374	0	232300
2021.07.08	02:00:00	2322.73800	2324.93600	2304.64700	2313.74200	1538	0	230800
2021.07.08	03:00:00	2313.64200	2322.63800	2264.66700	2265.86600	2681	0	232200
2021.07.08	04:00:00	2265.76600	2292.15300	2262.56800	2272.16300	1495	0	236600
2021.07.08	05:00:00	2272.16300	2285.05600	2268.86500	2279.55900	915	0	237100
2021.07.08	06:00:00	2279.55900	2279.55900	2234.67500	2251.67300	1717	0	224700
2021.07.08	07:00:00	2251.67300	2251.67300	2220.31900	2239.17900	1622	0	224200
2021.07.08	08:00:00	2238.88000	2248.27500	2206.89600	2207.79500	1824	0	221400
2021.07.08	09:00:00	2209.84400	2236.72900	2204.14500	2208.04400	4144	0	220800
2021.07.08	10:00:00	2207.69400	2220.04800	2160.71900	2178.20900	7505	0	216600
2021.07.08	11:00:00	2178.20900	2185.55500	2158.06900	2180.60700	5849	0	216100
2021.07.08	12:00:00	2180.60700	2187.50400	2162.86600	2166.41500	3981	0	216700
2021.07.08	13:00:00	2166.41500	2177.30900	2158.06900	2158.11900	5597	0	216100
2021.07.08	14:00:00	2158.11900	2164.06500	2119.63900	2161.86700	4496	0	212800
2021.07.08	15:00:00	2161.86600	2172.56100	2143.12600	2156.72100	3477	0	214600
2021.07.08	16:00:00	2156.72100	2157.32000	2127.28500	2133.23200	2628	0	213000
